2.50000e-08 8.44850e-07 1.05533e-06
5.00000e-08 7.95860e-07 1.10274e-06
7.50000e-08 7.37270e-07 1.15776e-06
1.00000e-07 6.19990e-07 1.23720e-06
1.25000e-07 4.80430e-07 1.26123e-06
1.50000e-07 3.26840e-07 1.30240e-06
1.75000e-07 1.66400e-07 1.33860e-06
2.00000e-07 1.96340e-07 1.33140e-06
2.75000e-07 8.35900e-07 1.05630e-06
3.00000e-07 8.37300e-07 1.05970e-06
3.25000e-07 8.37680e-07 1.06105e-06
3.50000e-07 8.38850e-07 1.06061e-06
3.75000e-07 8.40540e-07 1.05928e-06
4.00000e-07 8.42540e-07 1.05747e-06
4.25000e-07 8.44700e-07 1.05541e-06
4.50000e-07 8.46940e-07 1.05327e-06
4.75000e-07 8.49160e-07 1.05110e-06
5.00000e-07 8.51350e-07 1.04896e-06
5.50000e-07 8.55500e-07 1.04480e-06
6.00000e-07 8.59380e-07 1.04104e-06
7.00000e-07 8.66230e-07 1.03431e-06
8.00000e-07 8.71970e-07 1.02867e-06
9.00000e-07 8.76840e-07 1.02385e-06
1.00000e-06 8.81030e-07 1.01969e-06
1.10000e-06 8.84680e-07 1.01606e-06
1.20000e-06 8.87880e-07 1.01287e-06
1.30000e-06 8.90720e-07 1.01003e-06
1.40000e-06 8.93260e-07 1.00749e-06
1.50000e-06 8.95540e-07 1.00520e-06
2.00000e-06 9.04103e-07 9.96548e-07
3.00000e-06 9.11980e-07 9.88498e-07
4.00000e-06 9.06280e-07 9.99940e-07
5.00000e-06 8.97447e-07 1.00216e-06
