1.82000e-07 1.70000e-06
2.10000e-07 1.70000e-06
1.07000e-07 1.70000e-06
1.50000e-07 1.70000e-06
1.85000e-07 1.70000e-06
1.45000e-07 1.70000e-06
2.32000e-07 1.70000e-06
1.40000e-07 1.70000e-06
2.17000e-07 1.70000e-06
2.20000e-07 1.70000e-06
1.17000e-07 1.70000e-06
1.02000e-07 1.70000e-06
1.92000e-07 1.70000e-06
2.35000e-07 1.70000e-06
1.77000e-07 1.70000e-06
2.02000e-07 1.70000e-06
9.70000e-08 1.70000e-06
1.25000e-07 1.70000e-06
2.15000e-07 1.70000e-06
9.20000e-08 1.70000e-06
2.40000e-07 1.70000e-06
1.47000e-07 1.70000e-06
1.72000e-07 1.70000e-06
1.70000e-07 1.70000e-06
2.37000e-07 1.70000e-06
2.07000e-07 1.70000e-06
1.75000e-07 1.70000e-06
1.15000e-07 1.70000e-06
1.30000e-07 1.70000e-06
1.67000e-07 1.70000e-06
1.32000e-07 1.70000e-06
1.22000e-07 1.70000e-06
9.00000e-08 1.70000e-06
1.00000e-07 1.70000e-06
1.65000e-07 1.70000e-06
2.27000e-07 1.70000e-06
2.00000e-06 1.70000e-06
